seed,factor_index,left_action_index,right_action_index,left_x,right_x,protocol,left_graph_degree,right_graph_degree,preference_sign,positive_sign_probability,preference_bank_sha256,generated_before_methods,config_sha256
0,16,0,16,0.0,1.0,cross_domain_mirrored,3,3,1,0.5011851545994197,f7a9394d567007916917c034f52c14ce1591ba530b4fc3e8bf855b03f226b295,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
0,17,1,15,0.0625,0.9375,cross_domain_mirrored,3,3,1,0.5317483238945183,f7a9394d567007916917c034f52c14ce1591ba530b4fc3e8bf855b03f226b295,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
0,18,2,14,0.125,0.875,cross_domain_mirrored,3,3,-1,0.5373945508626916,f7a9394d567007916917c034f52c14ce1591ba530b4fc3e8bf855b03f226b295,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
0,19,3,13,0.1875,0.8125,cross_domain_mirrored,3,3,1,0.4291055887598706,f7a9394d567007916917c034f52c14ce1591ba530b4fc3e8bf855b03f226b295,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
0,20,4,12,0.25,0.75,cross_domain_mirrored,3,3,-1,0.30771447667049057,f7a9394d567007916917c034f52c14ce1591ba530b4fc3e8bf855b03f226b295,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
0,21,5,11,0.3125,0.6875,cross_domain_mirrored,3,3,1,0.3529330865142149,f7a9394d567007916917c034f52c14ce1591ba530b4fc3e8bf855b03f226b295,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
0,22,6,10,0.375,0.625,cross_domain_mirrored,3,3,-1,0.43851881525917097,f7a9394d567007916917c034f52c14ce1591ba530b4fc3e8bf855b03f226b295,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
0,23,7,9,0.4375,0.5625,cross_domain_mirrored,3,3,-1,0.47416738616628856,f7a9394d567007916917c034f52c14ce1591ba530b4fc3e8bf855b03f226b295,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,0,0,1,0.0,0.0625,local,3,3,-1,0.4716545287672379,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,1,2,3,0.125,0.1875,local,3,3,-1,0.3920970569425835,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,2,4,5,0.25,0.3125,local,3,3,-1,0.6225810634370452,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,3,6,7,0.375,0.4375,local,3,3,-1,0.5130235628134802,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,4,9,10,0.5625,0.625,local,3,3,1,0.4511911689849016,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,5,11,12,0.6875,0.75,local,3,3,1,0.3306663169758762,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,6,13,14,0.8125,0.875,local,3,3,1,0.7055493115307576,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,7,15,16,0.9375,1.0,local,3,3,-1,0.4977699723841603,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,8,0,4,0.0,0.25,medium_range,3,3,-1,0.3037155945061389,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,9,1,5,0.0625,0.3125,medium_range,3,3,1,0.44629673420534133,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,10,2,6,0.125,0.375,medium_range,3,3,1,0.6033218626433348,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,11,3,7,0.1875,0.4375,medium_range,3,3,-1,0.7129873687319906,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,12,9,13,0.5625,0.8125,medium_range,3,3,1,0.2512388062766045,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,13,10,14,0.625,0.875,medium_range,3,3,1,0.4944272218475337,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,14,11,15,0.6875,0.9375,medium_range,3,3,1,0.7209100974919741,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,15,12,16,0.75,1.0,medium_range,3,3,1,0.838245770849793,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,16,0,16,0.0,1.0,cross_domain_mirrored,3,3,-1,0.5011851545994197,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,17,1,15,0.0625,0.9375,cross_domain_mirrored,3,3,-1,0.5317483238945183,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,18,2,14,0.125,0.875,cross_domain_mirrored,3,3,-1,0.5373945508626916,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,19,3,13,0.1875,0.8125,cross_domain_mirrored,3,3,-1,0.4291055887598706,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,20,4,12,0.25,0.75,cross_domain_mirrored,3,3,-1,0.30771447667049057,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,21,5,11,0.3125,0.6875,cross_domain_mirrored,3,3,-1,0.3529330865142149,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,22,6,10,0.375,0.625,cross_domain_mirrored,3,3,1,0.43851881525917097,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
1,23,7,9,0.4375,0.5625,cross_domain_mirrored,3,3,1,0.47416738616628856,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,0,0,1,0.0,0.0625,local,3,3,1,0.4716545287672379,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,1,2,3,0.125,0.1875,local,3,3,-1,0.3920970569425835,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,2,4,5,0.25,0.3125,local,3,3,1,0.6225810634370452,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,3,6,7,0.375,0.4375,local,3,3,-1,0.5130235628134802,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,4,9,10,0.5625,0.625,local,3,3,-1,0.4511911689849016,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,5,11,12,0.6875,0.75,local,3,3,-1,0.3306663169758762,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,6,13,14,0.8125,0.875,local,3,3,1,0.7055493115307576,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,7,15,16,0.9375,1.0,local,3,3,1,0.4977699723841603,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,8,0,4,0.0,0.25,medium_range,3,3,1,0.3037155945061389,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,9,1,5,0.0625,0.3125,medium_range,3,3,-1,0.44629673420534133,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,10,2,6,0.125,0.375,medium_range,3,3,-1,0.6033218626433348,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,11,3,7,0.1875,0.4375,medium_range,3,3,-1,0.7129873687319906,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,12,9,13,0.5625,0.8125,medium_range,3,3,1,0.2512388062766045,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,13,10,14,0.625,0.875,medium_range,3,3,-1,0.4944272218475337,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,14,11,15,0.6875,0.9375,medium_range,3,3,1,0.7209100974919741,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,15,12,16,0.75,1.0,medium_range,3,3,1,0.838245770849793,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,16,0,16,0.0,1.0,cross_domain_mirrored,3,3,1,0.5011851545994197,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,17,1,15,0.0625,0.9375,cross_domain_mirrored,3,3,-1,0.5317483238945183,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,18,2,14,0.125,0.875,cross_domain_mirrored,3,3,1,0.5373945508626916,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,19,3,13,0.1875,0.8125,cross_domain_mirrored,3,3,-1,0.4291055887598706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,20,4,12,0.25,0.75,cross_domain_mirrored,3,3,1,0.30771447667049057,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,21,5,11,0.3125,0.6875,cross_domain_mirrored,3,3,-1,0.3529330865142149,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,22,6,10,0.375,0.625,cross_domain_mirrored,3,3,-1,0.43851881525917097,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
2,23,7,9,0.4375,0.5625,cross_domain_mirrored,3,3,1,0.47416738616628856,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,0,0,1,0.0,0.0625,local,3,3,-1,0.4716545287672379,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,1,2,3,0.125,0.1875,local,3,3,1,0.3920970569425835,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,2,4,5,0.25,0.3125,local,3,3,-1,0.6225810634370452,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,3,6,7,0.375,0.4375,local,3,3,-1,0.5130235628134802,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,4,9,10,0.5625,0.625,local,3,3,1,0.4511911689849016,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,5,11,12,0.6875,0.75,local,3,3,-1,0.3306663169758762,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,6,13,14,0.8125,0.875,local,3,3,-1,0.7055493115307576,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,7,15,16,0.9375,1.0,local,3,3,1,0.4977699723841603,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,8,0,4,0.0,0.25,medium_range,3,3,-1,0.3037155945061389,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,9,1,5,0.0625,0.3125,medium_range,3,3,1,0.44629673420534133,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,10,2,6,0.125,0.375,medium_range,3,3,-1,0.6033218626433348,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,11,3,7,0.1875,0.4375,medium_range,3,3,-1,0.7129873687319906,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,12,9,13,0.5625,0.8125,medium_range,3,3,-1,0.2512388062766045,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,13,10,14,0.625,0.875,medium_range,3,3,1,0.4944272218475337,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,14,11,15,0.6875,0.9375,medium_range,3,3,1,0.7209100974919741,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,15,12,16,0.75,1.0,medium_range,3,3,1,0.838245770849793,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,16,0,16,0.0,1.0,cross_domain_mirrored,3,3,-1,0.5011851545994197,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,17,1,15,0.0625,0.9375,cross_domain_mirrored,3,3,-1,0.5317483238945183,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,18,2,14,0.125,0.875,cross_domain_mirrored,3,3,1,0.5373945508626916,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,19,3,13,0.1875,0.8125,cross_domain_mirrored,3,3,1,0.4291055887598706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,20,4,12,0.25,0.75,cross_domain_mirrored,3,3,1,0.30771447667049057,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,21,5,11,0.3125,0.6875,cross_domain_mirrored,3,3,1,0.3529330865142149,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,22,6,10,0.375,0.625,cross_domain_mirrored,3,3,1,0.43851881525917097,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
3,23,7,9,0.4375,0.5625,cross_domain_mirrored,3,3,-1,0.47416738616628856,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,0,0,1,0.0,0.0625,local,3,3,1,0.4716545287672379,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,1,2,3,0.125,0.1875,local,3,3,1,0.3920970569425835,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,2,4,5,0.25,0.3125,local,3,3,1,0.6225810634370452,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,3,6,7,0.375,0.4375,local,3,3,-1,0.5130235628134802,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,4,9,10,0.5625,0.625,local,3,3,-1,0.4511911689849016,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,5,11,12,0.6875,0.75,local,3,3,-1,0.3306663169758762,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,6,13,14,0.8125,0.875,local,3,3,-1,0.7055493115307576,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,7,15,16,0.9375,1.0,local,3,3,1,0.4977699723841603,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,8,0,4,0.0,0.25,medium_range,3,3,-1,0.3037155945061389,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,9,1,5,0.0625,0.3125,medium_range,3,3,-1,0.44629673420534133,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,10,2,6,0.125,0.375,medium_range,3,3,1,0.6033218626433348,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,11,3,7,0.1875,0.4375,medium_range,3,3,-1,0.7129873687319906,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,12,9,13,0.5625,0.8125,medium_range,3,3,-1,0.2512388062766045,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
4,13,10,14,0.625,0.875,medium_range,3,3,1,0.4944272218475337,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260
