reference_update_kind,observation_count,sigma_obs_standardized,dense_update_solve_seconds,posterior_mean_solve_relative_residual,dense_inverse_relative_residual,total_reference_update_seconds,principal_precision_submatrix_used,repeated_500_rhs_marginalization,active_factor_count,inference_kind,warm_start_source,approximation,optimizer,optimizer_success,optimizer_iterations,optimizer_function_evaluations,gradient_infinity_norm,map_optimization_seconds,optimizer_attempts,factor_energy_gradient_calls,factor_energy_gradient_element_work,factor_energy_gradient_seconds,hessian_construction_seconds,factor_hessian_calls,factor_hessian_element_work,factor_hessian_seconds,dense_cholesky_seconds,laplace_solve_relative_residual,laplace_spd_cholesky_success,stage_conditioning_seconds,method,pbe_conditioning_seconds,active_factor_fraction,selected_action_position,selected_action_key,selected_ei_standardized,adaptive_stages,structural_envelope,full_bank_fallback,structurally_certified,total_decision_seconds,hyperparameters_fit_or_updated,seed,query_index,stop_reason,maximum_contribution_sum_error,warm_start_across_bo_used,active_set_retained_from_previous_bo_iteration,warm_start_across_stages_used,worst_challenger_action_position,menz_incremental_update_seconds
J_H0_plus_diagonal_observations,18,0.05,0.0021867500618100166,5.216180648677122e-16,9.882207253870134e-16,0.0034117079339921474,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,55,59,4.113441028630316e-06,0.14228470879606903,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 55, 'function_evaluations': 59, 'objective': 157.7280220288215, 'gradient_infinity_norm': 4.113441028630316e-06}]",60,7483080,0.13947067153640091,0.0030264579690992832,1,124718,0.003026125021278858,0.00048479088582098484,1.518825503827314e-15,True,0.1501036670524627,FULL_PBE_OPT,0.1501036670524627,1.0,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,4.133683239098838e-06,0,0.0,False,True,0.15399320796132088,False,0,11,,,,,,,
J_H0_plus_diagonal_observations,19,0.05,0.0020584999583661556,7.072429170762668e-16,9.836638657068886e-16,0.0031848340295255184,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,61,71,5.846296208783519e-06,0.16128216707147658,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 61, 'function_evaluations': 71, 'objective': 157.49471268237036, 'gradient_infinity_norm': 5.846296208783519e-06}]",72,8979696,0.15835454175248742,0.003057583002373576,1,124718,0.003057250054553151,0.000435209134593606,1.6106720139749897e-15,True,0.16881683305837214,FULL_PBE_OPT,0.16881683305837214,1.0,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,4.785757073236461e-06,0,0.0,False,True,0.17229870799928904,False,0,12,,,,,,,
J_H0_plus_diagonal_observations,8,0.05,0.002439833013340831,7.623568996458801e-16,1.0139199022155217e-15,0.0037500839680433273,False,False,124718,,,,,,,,,,,372,43603719,,,9,1051118,,,,,,ADAPTIVE_PBE,0.8558392920531332,1.0,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,0.006858791644135533,8,-0.0001887600481724691,True,False,0.8599376250058413,False,0,1,explicit_full_bank_fallback,4.440892098500626e-16,False,False,True,5,0.004641833016648889
J_H0_plus_diagonal_observations,9,0.05,0.0019842078909277916,1.037315548884487e-15,9.451253771033034e-16,0.00296195806004107,False,False,124718,,,,,,,,,,,284,33361776,,,9,1053854,,,,,,ADAPTIVE_PBE,0.8499424576293677,1.0,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,3.0434058364384696e-05,8,-3.145145160678587e-06,True,False,0.8532635837327689,False,0,2,explicit_full_bank_fallback,2.7755575615628914e-17,True,False,True,15,0.0005859998054802418
J_H0_plus_diagonal_observations,10,0.05,0.002638292033225298,5.552488655518191e-16,9.895328160992118e-16,0.003865957958623767,False,False,124718,,,,,,,,,,,272,31840960,,,9,1052388,,,,,,ADAPTIVE_PBE,0.6396806249395013,1.0,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,1.6084796241197193e-05,8,-4.76250542144884e-06,True,False,0.6437723762355745,False,0,3,explicit_full_bank_fallback,4.163336342344337e-17,True,False,True,11,0.0007377921137958765
J_H0_plus_diagonal_observations,11,0.05,0.0020892091561108828,9.10401926378614e-16,9.972950471337662e-16,0.0032969999592751265,False,False,124718,,,,,,,,,,,272,31761153,,,9,1050507,,,,,,ADAPTIVE_PBE,0.6330483751371503,1.0,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,2.88335211464272e-06,8,-2.0323188808985036e-07,True,False,0.636668334249407,False,0,4,explicit_full_bank_fallback,2.220446049250313e-16,True,False,True,12,0.0005303341895341873
J_H0_plus_diagonal_observations,12,0.05,0.001992583042010665,8.162510161976972e-16,1.0234961748870803e-15,0.002947166096419096,False,False,124718,,,,,,,,,,,339,39397499,,,9,1048491,,,,,,ADAPTIVE_PBE,0.7817747918888927,1.0,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,2.9734467894362995e-06,8,-8.918511696041751e-07,True,False,0.7851085839793086,False,0,5,explicit_full_bank_fallback,2.220446049250313e-16,True,False,True,5,0.0004068340640515089
J_H0_plus_diagonal_observations,13,0.05,0.0020342920906841755,9.54101633010618e-16,1.005010094620717e-15,0.003042834112420678,False,False,124718,,,,,,,,,,,267,31084996,,,9,1046150,,,,,,ADAPTIVE_PBE,0.6293921249452978,1.0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,2.0828461633440077e-06,8,-3.8954597187107877e-07,True,False,0.6327489998657256,False,0,6,explicit_full_bank_fallback,2.7755575615628914e-17,True,False,True,134,0.000732499873265624
J_H0_plus_diagonal_observations,14,0.05,0.002208834048360586,7.251914024306507e-16,1.0106851488790943e-15,0.0034903751220554113,False,False,124718,,,,,,,,,,,291,34250696,,,9,1052291,,,,,,ADAPTIVE_PBE,0.6751995829399675,1.0,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,4.683588052473438e-06,8,-1.2408208451334096e-09,True,False,0.6792609579861164,False,0,7,explicit_full_bank_fallback,2.7755575615628914e-17,True,False,True,71,0.0006087918300181627
J_H0_plus_diagonal_observations,15,0.05,0.0020392921287566423,8.241235629863313e-16,1.025071947346082e-15,0.0033634579740464687,False,False,124718,,,,,,,,,,,311,36689364,,,9,1049390,,,,,,ADAPTIVE_PBE,0.7157961670309305,1.0,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,7.734453395177241e-06,8,-1.2608747283188832e-06,True,False,0.7195346252992749,False,0,8,explicit_full_bank_fallback,4.440892098500626e-16,True,False,True,85,0.0005860421806573868
J_H0_plus_diagonal_observations,16,0.05,0.002043333137407899,5.789140321006864e-16,9.968948863764493e-16,0.00325366691686213,False,False,124718,,,,,,,,,,,289,33853080,,,9,1046772,,,,,,ADAPTIVE_PBE,0.6693542499560863,1.0,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,9.54584076780392e-06,8,-3.0572250867697605e-06,True,False,0.6731493340339512,False,0,9,explicit_full_bank_fallback,2.7755575615628914e-17,True,False,True,135,0.0006756249349564314
J_H0_plus_diagonal_observations,17,0.05,0.0019915830343961716,7.89554241698881e-16,9.87864421788912e-16,0.003099250141531229,False,False,124718,,,,,,,,,,,269,31586519,,,9,1044110,,,,,,ADAPTIVE_PBE,0.6259361249394715,1.0,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,4.8134332437104615e-06,8,-9.692917895981907e-07,True,False,0.6292780828662217,False,0,10,explicit_full_bank_fallback,2.220446049250313e-16,True,False,True,46,0.0007289580535143614
J_H0_plus_diagonal_observations,18,0.05,0.0020701249595731497,5.216180648677122e-16,9.882207253870134e-16,0.003317791037261486,False,False,124718,,,,,,,,,,,313,36537040,,,9,1041422,,,,,,ADAPTIVE_PBE,0.7290828751865774,1.0,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,4.133668226070393e-06,8,-2.734553184067189e-07,True,False,0.7330561671406031,False,0,11,explicit_full_bank_fallback,2.220446049250313e-16,True,False,True,77,0.0005695831496268511
J_H0_plus_diagonal_observations,19,0.05,0.002020166954025626,7.072429170762668e-16,9.836638657068886e-16,0.0030862081330269575,False,False,124718,,,,,,,,,,,285,33206063,,,9,1038583,,,,,,ADAPTIVE_PBE,0.6601887091528624,1.0,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,4.78575819521633e-06,8,-1.659851006310111e-06,True,False,0.6635799591895193,False,0,12,explicit_full_bank_fallback,4.440892098500626e-16,True,False,True,133,0.0009145841468125582
J_H0_plus_diagonal_observations,8,0.05,0.0020965838339179754,1.3593826271941272e-15,9.70160577595492e-16,0.0032494589686393738,False,False,124718,laplace,zero_fallback_first_state,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,83,97,1.787445802398091e-06,0.21299187513068318,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 83, 'function_evaluations': 97, 'objective': 162.38728057279772, 'gradient_infinity_norm': 1.787445802398091e-06}]",98,12222364,0.2089050067588687,0.00302341696806252,1,124718,0.0030230421107262373,0.0004813750274479389,1.6354263587551247e-15,True,0.2206572920549661,FULL_PBE_OPT,0.2206572920549661,1.0,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,0.01996891013463041,0,0.0,False,True,0.22414724994450808,False,1,1,,,,,,,
J_H0_plus_diagonal_observations,9,0.05,0.002066875109449029,8.982005409734898e-16,1.003609119339512e-15,0.003267499851062894,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,90,101,3.8323880725554815e-06,0.43941716686822474,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 75, 'function_evaluations': 81, 'objective': 161.29118376100615, 'gradient_infinity_norm': 1.3115753522974227e-05}, {'attempt': 2, 'start_source': 'provided_retry_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 90, 'function_evaluations': 101, 'objective': 161.2911837610047, 'gradient_infinity_norm': 3.8323880725554815e-06}]",184,22948112,0.43147449428215623,0.003058041911572218,1,124718,0.003057833993807435,0.00041812495328485966,1.5069913414741888e-15,True,0.4467399590648711,FULL_PBE_OPT,0.4467399590648711,1.0,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,5.948513845698972e-11,0,0.0,False,True,0.45049029192887247,False,1,2,,,,,,,
J_H0_plus_diagonal_observations,10,0.05,0.002158750081434846,1.7113866503062177e-15,9.965747667070249e-16,0.0032632090151309967,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,71,75,2.617414472081553e-06,0.16550945793278515,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 71, 'function_evaluations': 75, 'objective': 160.49162305298395, 'gradient_infinity_norm': 2.617414472081553e-06}]",76,9478568,0.1623317850753665,0.00303258397616446,1,124718,0.0030323341488838196,0.0003917079884558916,1.5795432055179133e-15,True,0.17324437503702939,FULL_PBE_OPT,0.17324437503702939,1.0,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,1.394124239822107e-11,0,0.0,False,True,0.1767116659320891,False,1,3,,,,,,,
J_H0_plus_diagonal_observations,11,0.05,0.002153916982933879,1.0813933200150077e-15,9.770641394367075e-16,0.0035477089695632458,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,74,81,3.7263288222271623e-06,0.19498062506318092,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 74, 'function_evaluations': 81, 'objective': 159.75488538080708, 'gradient_infinity_norm': 3.7263288222271623e-06}]",82,10226876,0.19157758192159235,0.0035261251032352448,1,124718,0.0035257500130683184,0.0004000000189989805,1.4518118745743424e-15,True,0.20275424979627132,FULL_PBE_OPT,0.20275424979627132,1.0,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,1.6425850455607718e-13,0,0.0,False,True,0.20681204181164503,False,1,4,,,,,,,
J_H0_plus_diagonal_observations,12,0.05,0.0019852500408887863,1.0297810407009942e-15,1.0287842080803716e-15,0.003119292203336954,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,41,49,8.042974415922721e-06,0.11179204098880291,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 41, 'function_evaluations': 49, 'objective': 159.68497681395766, 'gradient_infinity_norm': 8.042974415922721e-06}]",50,6235900,0.10958712710998952,0.0029310830868780613,1,124718,0.0029307499062269926,0.00039229122921824455,1.58899444943586e-15,True,0.11913937516510487,FULL_PBE_OPT,0.11913937516510487,1.0,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,1.8019916171719906e-13,0,0.0,False,True,0.12248616595752537,False,1,5,,,,,,,
J_H0_plus_diagonal_observations,13,0.05,0.002510707825422287,1.385672580093459e-15,9.769452307534672e-16,0.0037786250468343496,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,48,57,1.0424965769528782e-06,0.13880900014191866,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 48, 'function_evaluations': 57, 'objective': 159.5288318878798, 'gradient_infinity_norm': 1.0424965769528782e-06}]",58,7233644,0.13646262628026307,0.003640832845121622,1,124718,0.00364054087549448,0.00039345910772681236,1.531579854068429e-15,True,0.1467260830104351,FULL_PBE_OPT,0.1467260830104351,1.0,14,current-nlr-pbe-gw-v1:gw:matdb:000009613,1.0355957924390564e-13,0,0.0,False,True,0.15066062496043742,False,1,6,,,,,,,
J_H0_plus_diagonal_observations,14,0.05,0.002418624935671687,9.158116128884204e-16,9.481770637030828e-16,0.003595125162974,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,51,58,1.870863076985918e-06,0.1280422080308199,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 51, 'function_evaluations': 58, 'objective': 159.24409529997956, 'gradient_infinity_norm': 1.870863076985918e-06}]",59,7358362,0.1255058739334345,0.0030166672077029943,1,124718,0.003016500035300851,0.0004142089746892452,1.5267220506802788e-15,True,0.13599724997766316,FULL_PBE_OPT,0.13599724997766316,1.0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,7.965962792568721e-14,0,0.0,False,True,0.13999824994243681,False,1,7,,,,,,,
J_H0_plus_diagonal_observations,15,0.05,0.002157042035833001,1.166959467546045e-15,1.0127575334245601e-15,0.0033082079607993364,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,80,89,1.7137613505481195e-06,0.20088354195468128,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 80, 'function_evaluations': 89, 'objective': 158.2240860234949, 'gradient_infinity_norm': 1.7137613505481195e-06}]",90,11224620,0.19706124649383128,0.0030398329254239798,1,124718,0.0030394578352570534,0.00039950013160705566,1.5287571651713366e-15,True,0.2083587502129376,FULL_PBE_OPT,0.2083587502129376,1.0,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,8.153504274076744e-13,0,0.0,False,True,0.21190554089844227,False,1,8,,,,,,,
