seed,action_index,x,scalar_noise,scalar_noise_sha256,generated_before_methods,config_sha256
1,7,0.4375,-0.009987387686506612,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,8,0.5,-0.0023992315865641912,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,9,0.5625,-0.021385344147706514,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,10,0.625,-0.00983129762474711,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,11,0.6875,-0.015408894507432932,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,12,0.75,0.005088611683581657,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,13,0.8125,-0.004929871047743652,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,14,0.875,-0.008191397359468833,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,15,0.9375,0.010698678462908595,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
1,16,1.0,-0.00882652175670554,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,0,0.0,0.0031131026566103394,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,1,0.0625,0.008904540822797586,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,2,0.125,-0.017728327099725407,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,3,0.1875,-0.018164555641076104,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,4,0.25,-0.017264049312818008,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,5,0.3125,0.01025826503591615,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,6,0.375,-0.008158246018525338,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,7,0.4375,-0.008062754988668345,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,8,0.5,-0.0031832506383537374,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,9,0.5625,-1.0273232155217213e-05,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,10,0.625,0.0158547975671039,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,11,0.6875,-0.00841453402965598,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,12,0.75,0.010272214335855456,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,13,0.8125,-0.012044831420760148,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,14,0.875,-0.005003519529911911,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,15,0.9375,0.0012177532721373856,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
2,16,1.0,-0.0002478922419774808,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,0,0.0,-0.016153570679428006,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,1,0.0625,-0.012342810049048906,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,2,0.125,0.010528476123736754,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,3,0.1875,0.002868389057867531,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,4,0.25,-0.009598212291789506,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,5,0.3125,-0.0043744996200047945,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,6,0.375,-0.003992022036384658,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,7,0.4375,0.01397181662194015,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,8,0.5,-0.003534254133153728,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,9,0.5625,0.014744184497604567,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,10,0.625,-0.0006004850234540108,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,11,0.6875,-0.0016226232099016964,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,12,0.75,0.007564390741103257,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,13,0.8125,-0.004059907514158247,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,14,0.875,-0.002633952275457308,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,15,0.9375,-0.01882948259209895,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
3,16,1.0,-0.0018987155962781022,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,0,0.0,0.012239566520756145,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,1,0.0625,-0.007282321705354914,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,2,0.125,-0.0002608529176680277,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,3,0.1875,0.018585883809033983,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,4,0.25,0.011013335361726053,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,5,0.3125,0.006557018317630471,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,6,0.375,0.012929188138865011,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,7,0.4375,-0.0075905013446618645,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,8,0.5,0.015391104777668403,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,9,0.5625,-0.00241097850927919,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,10,0.625,0.0001986610625363975,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,11,0.6875,0.013103358297823076,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,12,0.75,0.013806432822246827,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,13,0.8125,-0.005297465237789432,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,14,0.875,0.007542574291180625,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,15,0.9375,0.008449097477515367,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
4,16,1.0,-0.00032364225369046714,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,0,0.0,0.009720238124868571,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,1,0.0625,-0.017887339353941253,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,2,0.125,0.008926637215450988,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,3,0.1875,-0.006219931391690105,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,4,0.25,0.0027161349250022933,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,5,0.3125,-0.00950971669092806,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,6,0.375,-0.014233338908058717,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,7,0.4375,0.0010812731642930711,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,8,0.5,-0.005344910270504202,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,9,0.5625,0.0019508220722253338,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,10,0.625,-0.0015060566458980152,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,11,0.6875,-0.01578018030317986,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,12,0.75,0.017875786023280164,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,13,0.8125,-0.00745935875964636,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,14,0.875,-0.0008767962484820149,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,15,0.9375,0.017490955830729033,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
5,16,1.0,0.00019951406975797566,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,0,0.0,-0.0009990584158906563,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,1,0.0625,0.006763369828674111,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,2,0.125,-0.003661934830567745,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,3,0.1875,0.00714966991176144,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,4,0.25,-0.021524319275541843,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,5,0.3125,-0.000872154259009328,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,6,0.375,-0.008516151755467051,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,7,0.4375,-0.005974457378852022,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,8,0.5,-0.006997132312710351,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,9,0.5625,-0.0011943413207595554,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,10,0.625,0.011419537338387114,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,11,0.6875,0.0019039658226675457,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,12,0.75,0.006296115392691997,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,13,0.8125,-0.003133712587102604,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,14,0.875,-0.00487895373704824,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,15,0.9375,-0.012245482860086913,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
6,16,1.0,-0.0036625765690668577,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,0,0.0,-0.0018025147787186153,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,1,0.0625,-0.009227972471900402,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,2,0.125,0.0007277858031226371,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,3,0.1875,0.006171760486305846,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,4,0.25,-0.00013333360178378762,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,5,0.3125,-0.0057583290594062685,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,6,0.375,0.007147683073041926,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,7,0.4375,-0.008756715222567952,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,8,0.5,0.011686117949693988,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,9,0.5625,-0.003105606240142645,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,10,0.625,-0.00988859722814689,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
