reference_update_kind,observation_count,sigma_obs_standardized,dense_update_solve_seconds,posterior_mean_solve_relative_residual,dense_inverse_relative_residual,total_reference_update_seconds,principal_precision_submatrix_used,repeated_500_rhs_marginalization,active_factor_count,inference_kind,warm_start_source,approximation,optimizer,optimizer_success,optimizer_iterations,optimizer_function_evaluations,gradient_infinity_norm,map_optimization_seconds,optimizer_attempts,factor_energy_gradient_calls,factor_energy_gradient_element_work,factor_energy_gradient_seconds,hessian_construction_seconds,factor_hessian_calls,factor_hessian_element_work,factor_hessian_seconds,dense_cholesky_seconds,laplace_solve_relative_residual,laplace_spd_cholesky_success,stage_conditioning_seconds,method,pbe_conditioning_seconds,active_factor_fraction,selected_action_position,selected_action_key,selected_ei_standardized,adaptive_stages,structural_envelope,full_bank_fallback,structurally_certified,total_decision_seconds,hyperparameters_fit_or_updated,seed,query_index,stop_reason,maximum_contribution_sum_error,warm_start_across_bo_used,warm_start_across_stages_used,worst_challenger_action_position,menz_incremental_update_seconds
J_H0_plus_diagonal_observations,18,0.05,0.0022321250289678574,5.216180648677122e-16,9.882207253870134e-16,0.0035789578687399626,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,55,59,4.113441028630316e-06,0.1384964589960873,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 55, 'function_evaluations': 59, 'objective': 157.7280220288215, 'gradient_infinity_norm': 4.113441028630316e-06}]",60,7483080,0.13525100122205913,0.0030092920642346144,1,124718,0.003008957952260971,0.00043283402919769287,1.518825503827314e-15,True,0.1459535842295736,FULL_PBE_OPT,0.1459535842295736,1.0,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,4.133683239098838e-06,0,0.0,False,True,0.14976062485948205,False,0,11,,,,,,
J_H0_plus_diagonal_observations,19,0.05,0.002092833863571286,7.072429170762668e-16,9.836638657068886e-16,0.003401542082428932,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,61,71,5.846296208783519e-06,0.16395487519912422,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 61, 'function_evaluations': 71, 'objective': 157.49471268237036, 'gradient_infinity_norm': 5.846296208783519e-06}]",72,8979696,0.160705333808437,0.0030366249848157167,1,124718,0.0030362089164555073,0.00037345895543694496,1.6106720139749897e-15,True,0.17123970808461308,FULL_PBE_OPT,0.17123970808461308,1.0,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,4.785757073236461e-06,0,0.0,False,True,0.1748467090073973,False,0,12,,,,,,
J_H0_plus_diagonal_observations,8,0.05,0.0021602909546345472,7.623568996458801e-16,1.0139199022155217e-15,0.0033380829263478518,False,False,124718,,,,,,,,,,,372,43603719,,,9,1051118,,,,,,ADAPTIVE_PBE,0.8388765829149634,1.0,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,0.006858791644135533,8,-0.0001887600481724691,True,False,0.842529792105779,False,0,1,explicit_full_bank_fallback,4.440892098500626e-16,False,True,5,0.004712125053629279
J_H0_plus_diagonal_observations,9,0.05,0.0022480839397758245,1.037315548884487e-15,9.451253771033034e-16,0.0035347079392522573,False,False,124718,,,,,,,,,,,85,10601030,,,1,124718,,,,,,ADAPTIVE_PBE,0.18654079199768603,1.0,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,3.043409422606811e-05,0,-3.145195251854098e-06,False,True,0.19017858407460153,False,0,2,structural_certificate,0.0,True,False,15,0.0004110420122742653
J_H0_plus_diagonal_observations,10,0.05,0.002129124943166971,5.552488655518191e-16,9.895328160992118e-16,0.0032617910765111446,False,False,124718,,,,,,,,,,,76,9478568,,,1,124718,,,,,,ADAPTIVE_PBE,0.17370287515223026,1.0,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,1.608481987740119e-05,0,-4.76252452617749e-06,False,True,0.17701416718773544,False,0,3,structural_certificate,0.0,True,False,11,0.0006600001361221075
J_H0_plus_diagonal_observations,11,0.05,0.0020793750882148743,9.10401926378614e-16,9.972950471337662e-16,0.0031910419929772615,False,False,124718,,,,,,,,,,,77,9603286,,,1,124718,,,,,,ADAPTIVE_PBE,0.17502679186873138,1.0,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,2.8833522548637797e-06,0,-2.032316777385556e-07,False,True,0.17825270793400705,False,0,4,structural_certificate,0.0,True,False,12,0.0005832919850945473
J_H0_plus_diagonal_observations,12,0.05,0.002070375019684434,8.162510161976972e-16,1.0234961748870803e-15,0.003240874968469143,False,False,124718,,,,,,,,,,,52,6485336,,,1,124718,,,,,,ADAPTIVE_PBE,0.12538258312270045,1.0,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,2.9734569847445473e-06,0,-8.918625825568707e-07,False,True,0.12865841714665294,False,0,5,structural_certificate,0.0,True,False,5,0.0006117501761764288
J_H0_plus_diagonal_observations,13,0.05,0.002028499962761998,9.54101633010618e-16,1.005010094620717e-15,0.003117708023637533,False,False,124718,,,,,,,,,,,46,5737028,,,1,124718,,,,,,ADAPTIVE_PBE,0.11158966599032283,1.0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,2.082842494783442e-06,0,-3.895445587092481e-07,False,True,0.11474170815199614,False,0,6,structural_certificate,0.0,True,False,134,0.0005460830871015787
J_H0_plus_diagonal_observations,14,0.05,0.002335999859496951,7.251914024306507e-16,1.0106851488790943e-15,0.0036064591258764267,False,False,124718,,,,,,,,,,,82,10226876,,,1,124718,,,,,,ADAPTIVE_PBE,0.1878828750923276,1.0,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,4.683585306167556e-06,0,-1.2440037576308882e-09,False,True,0.19154987507499754,False,0,7,structural_certificate,0.0,True,False,71,0.0008583751041442156
J_H0_plus_diagonal_observations,15,0.05,0.0021742910612374544,8.241235629863313e-16,1.025071947346082e-15,0.0032875000033527613,False,False,124718,,,,,,,,,,,83,10351594,,,1,124718,,,,,,ADAPTIVE_PBE,0.1907150000333786,1.0,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,7.7344499241663e-06,0,-1.2608714998415833e-06,False,True,0.19403974898159504,False,0,8,structural_certificate,0.0,True,False,85,0.0005797080229967833
J_H0_plus_diagonal_observations,16,0.05,0.001979958964511752,5.789140321006864e-16,9.968948863764493e-16,0.0032131660263985395,False,False,124718,,,,,,,,,,,70,8730260,,,1,124718,,,,,,ADAPTIVE_PBE,0.16635995800606906,1.0,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,9.545840991743792e-06,0,-3.057221705505132e-06,False,True,0.16960854083299637,False,0,9,structural_certificate,0.0,True,False,135,0.0004161249380558729
J_H0_plus_diagonal_observations,17,0.05,0.0019836248829960823,7.89554241698881e-16,9.87864421788912e-16,0.0030505419708788395,False,False,124718,,,,,,,,,,,62,7732516,,,1,124718,,,,,,ADAPTIVE_PBE,0.14923575101420283,1.0,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,4.813435273934459e-06,0,-9.692934119257072e-07,False,True,0.1523202930111438,False,0,10,structural_certificate,0.0,True,False,46,0.0003592090215533972
J_H0_plus_diagonal_observations,18,0.05,0.0022586670238524675,5.216180648677122e-16,9.882207253870134e-16,0.0033991248346865177,False,False,124718,,,,,,,,,,,60,7483080,,,1,124718,,,,,,ADAPTIVE_PBE,0.1377404578961432,1.0,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,4.133683238269966e-06,0,-2.734666936184859e-07,False,True,0.14117474993690848,False,0,11,structural_certificate,0.0,True,False,77,0.0005717079620808363
J_H0_plus_diagonal_observations,19,0.05,0.002166332909837365,7.072429170762668e-16,9.836638657068886e-16,0.00330400001257658,False,False,124718,,,,,,,,,,,67,8356106,,,1,124718,,,,,,ADAPTIVE_PBE,0.16300891595892608,1.0,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,4.785745474545405e-06,0,-1.6598409235858979e-06,False,True,0.16636533406563103,False,0,12,structural_certificate,0.0,True,False,133,0.0005294999573379755
J_H0_plus_diagonal_observations,8,0.05,0.0022177500650286674,1.3593826271941272e-15,9.70160577595492e-16,0.0033771670423448086,False,False,124718,laplace,zero_fallback_first_state,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,83,97,1.787445802398091e-06,0.2255612078588456,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 83, 'function_evaluations': 97, 'objective': 162.38728057279772, 'gradient_infinity_norm': 1.787445802398091e-06}]",98,12222364,0.22121358034200966,0.0030666671227663755,1,124718,0.003066415898501873,0.0003951250109821558,1.6354263587551247e-15,True,0.23286479199305177,FULL_PBE_OPT,0.23286479199305177,1.0,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,0.01996891013463041,0,0.0,False,True,0.2366383341141045,False,1,1,,,,,,
J_H0_plus_diagonal_observations,9,0.05,0.0020745000801980495,8.982005409734898e-16,1.003609119339512e-15,0.003192625008523464,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,90,101,3.8323880725554815e-06,0.4182932919356972,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 75, 'function_evaluations': 81, 'objective': 161.29118376100615, 'gradient_infinity_norm': 1.3115753522974227e-05}, {'attempt': 2, 'start_source': 'provided_retry_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 90, 'function_evaluations': 101, 'objective': 161.2911837610047, 'gradient_infinity_norm': 3.8323880725554815e-06}]",184,22948112,0.41028662072494626,0.0030986249912530184,1,124718,0.00309812487103045,0.0003389590419828892,1.5069913414741888e-15,True,0.42558416607789695,FULL_PBE_OPT,0.42558416607789695,1.0,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,5.948513845698972e-11,0,0.0,False,True,0.4291527911555022,False,1,2,,,,,,
J_H0_plus_diagonal_observations,10,0.05,0.002095041098073125,1.7113866503062177e-15,9.965747667070249e-16,0.0032196668907999992,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,71,75,2.617414472081553e-06,0.1663006660528481,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 71, 'function_evaluations': 75, 'objective': 160.49162305298395, 'gradient_infinity_norm': 2.617414472081553e-06}]",76,9478568,0.16281024971976876,0.002923457883298397,1,124718,0.0029230420477688313,0.000426500104367733,1.5795432055179133e-15,True,0.17377591598778963,FULL_PBE_OPT,0.17377591598778963,1.0,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,1.394124239822107e-11,0,0.0,False,True,0.17736224993132055,False,1,3,,,,,,
J_H0_plus_diagonal_observations,11,0.05,0.0023607078474014997,1.0813933200150077e-15,9.770641394367075e-16,0.0035695000551640987,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,74,81,3.7263288222271623e-06,0.18159079202450812,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 74, 'function_evaluations': 81, 'objective': 159.75488538080708, 'gradient_infinity_norm': 3.7263288222271623e-06}]",82,10226876,0.17785541503690183,0.002948625013232231,1,124718,0.002948333974927664,0.00037983315996825695,1.4518118745743424e-15,True,0.1889117080718279,FULL_PBE_OPT,0.1889117080718279,1.0,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,1.6425850455607718e-13,0,0.0,False,True,0.19287991686724126,False,1,4,,,,,,
J_H0_plus_diagonal_observations,12,0.05,0.0021970418747514486,1.0297810407009942e-15,1.0287842080803716e-15,0.003400833113119006,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,41,49,8.042974415922721e-06,0.11740741692483425,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 41, 'function_evaluations': 49, 'objective': 159.68497681395766, 'gradient_infinity_norm': 8.042974415922721e-06}]",50,6235900,0.11522670835256577,0.0031959579791873693,1,124718,0.0031955421436578035,0.00039412500336766243,1.58899444943586e-15,True,0.12491383403539658,FULL_PBE_OPT,0.12491383403539658,1.0,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,1.8019916171719906e-13,0,0.0,False,True,0.1286261670757085,False,1,5,,,,,,
J_H0_plus_diagonal_observations,13,0.05,0.0020754998549818993,1.385672580093459e-15,9.769452307534672e-16,0.003313791938126087,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,48,57,1.0424965769528782e-06,0.13942066603340209,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 48, 'function_evaluations': 57, 'objective': 159.5288318878798, 'gradient_infinity_norm': 1.0424965769528782e-06}]",58,7233644,0.1369902107398957,0.0031290831975638866,1,124718,0.003128624986857176,0.00041758292354643345,1.531579854068429e-15,True,0.14674887503497303,FULL_PBE_OPT,0.14674887503497303,1.0,14,current-nlr-pbe-gw-v1:gw:matdb:000009613,1.0355957924390564e-13,0,0.0,False,True,0.15021062502637506,False,1,6,,,,,,
J_H0_plus_diagonal_observations,14,0.05,0.0022735840175300837,9.158116128884204e-16,9.481770637030828e-16,0.0034830409567803144,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,51,58,1.870863076985918e-06,0.13011262519285083,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 51, 'function_evaluations': 58, 'objective': 159.24409529997956, 'gradient_infinity_norm': 1.870863076985918e-06}]",59,7358362,0.1272634998895228,0.0030230828560888767,1,124718,0.0030226248782128096,0.0003946248907595873,1.5267220506802788e-15,True,0.1376367500051856,FULL_PBE_OPT,0.1376367500051856,1.0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,7.965962792568721e-14,0,0.0,False,True,0.14143049996346235,False,1,7,,,,,,
J_H0_plus_diagonal_observations,15,0.05,0.002503459108993411,1.166959467546045e-15,1.0127575334245601e-15,0.0038836251478642225,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,80,89,1.7137613505481195e-06,0.2034497088752687,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 80, 'function_evaluations': 89, 'objective': 158.2240860234949, 'gradient_infinity_norm': 1.7137613505481195e-06}]",90,11224620,0.1991617928724736,0.0030172921251505613,1,124718,0.0030169999226927757,0.0003968749660998583,1.5287571651713366e-15,True,0.21062333299778402,FULL_PBE_OPT,0.21062333299778402,1.0,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,8.153504274076744e-13,0,0.0,False,True,0.21497541712597013,False,1,8,,,,,,
J_H0_plus_diagonal_observations,16,0.05,0.003114874940365553,1.4496321646218117e-15,9.74412958210008e-16,0.006261124974116683,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,79,90,7.117482193780625e-06,0.2140017501078546,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 79, 'function_evaluations': 90, 'objective': 157.66444632671366, 'gradient_infinity_norm': 7.117482193780625e-06}]",91,11349338,0.20958341518417,0.0030055418610572815,1,124718,0.003005250124260783,0.00033154082484543324,1.5344200330825527e-15,True,0.22114783409051597,FULL_PBE_OPT,0.22114783409051597,1.0,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,3.708707964776462e-12,0,0.0,False,True,0.22789579187519848,False,1,9,,,,,,
