backend,state_id,source_role,source_seed,grid_size,checkpoint,attempt,attempt_status,action_index,autocorrelation_ess,challenger_index,mcse,mean,observable,observable_type,split_rhat,standard_deviation
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,1,NOT_SELECTED,347.0,13825.026083167571,,0.0027589911527913,0.4144933296585402,utility_action_347,TOP_ACTION_UTILITY,1.0011097976101742,0.3244018240558122
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,1,NOT_SELECTED,227.0,13841.863299674573,347.0,0.0038663383561736,0.004233929894657,gap_227_vs_347,LEADER_CHALLENGER_GAP,1.000433225107549,0.4548803074284867
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,1,NOT_SELECTED,348.0,13296.469520744376,,0.0027902640102666,0.4095616463427265,utility_action_348,TOP_ACTION_UTILITY,1.001677937584605,0.3217462313378579
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,1,NOT_SELECTED,227.0,13187.75719726804,348.0,0.0039704631057074,0.0091656132104707,gap_227_vs_348,LEADER_CHALLENGER_GAP,1.0011411005442754,0.4559598857402234
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,1,NOT_SELECTED,371.0,14440.492376785163,,0.0022675161004589,0.2460463231572691,utility_action_371,TOP_ACTION_UTILITY,1.006178855349607,0.2724842348056568
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,1,NOT_SELECTED,227.0,13904.846430956495,371.0,0.0035664993869377,0.1726809363959282,gap_227_vs_371,LEADER_CHALLENGER_GAP,1.0016304967062388,0.4205573738438636
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,,13396.76766813906,,0.8628888503021603,262.68424317273855,target_energy,TARGET_ENERGY,6.433741585166813,99.8745579733524
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,,13579.491432784253,,0.1005327354739401,32.266639673098794,full_factor_energy,FULL_FACTOR_ENERGY,7.976347293238754,11.71518773407352
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,127.0,32768.0,,0.0,0.0,utility_action_127,TOP_ACTION_UTILITY,1.0,0.0
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,14029.742558943468,127.0,0.0011172075245364,0.0499479287252549,gap_371_vs_127,LEADER_CHALLENGER_GAP,1.0114918550055414,0.1323301189985886
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,128.0,16709.8091835239,,0.0001111052396824,0.0007172520407972,utility_action_128,TOP_ACTION_UTILITY,1.000455788131949,0.0143621773694107
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,14107.936624734211,128.0,0.0011207837073733,0.0492306766844576,gap_371_vs_128,LEADER_CHALLENGER_GAP,1.0109957707510078,0.1331231419159792
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,129.0,9892.042286666008,,0.0001627692607199,0.0009363403997506,utility_action_129,TOP_ACTION_UTILITY,1.000837326841327,0.0161888266655647
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,13862.200038114926,129.0,0.0011334381270701,0.0490115883255042,gap_371_vs_129,LEADER_CHALLENGER_GAP,1.0109196759865022,0.1334485620064229
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,130.0,9905.978498777877,,0.0001479908898454,0.0009646581289247,utility_action_130,TOP_ACTION_UTILITY,1.000896770107247,0.014729353052354
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,13968.81508745184,130.0,0.0011257765948741,0.0489832705963301,gap_371_vs_130,LEADER_CHALLENGER_GAP,1.0109253402593643,0.1330552451712541
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,131.0,11292.278750475309,,0.0001667592848467,0.0012558864211932,utility_action_131,TOP_ACTION_UTILITY,1.0005513228192324,0.0177206977864248
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,13837.177092255302,131.0,0.001131809927825,0.0486920423040616,gap_371_vs_131,LEADER_CHALLENGER_GAP,1.010836190973172,0.133136534644026
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,203.0,13231.846249615988,,0.0011286155229891,0.0493080737284068,utility_action_203,TOP_ACTION_UTILITY,1.0117316118199668,0.1298243755083614
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,13612.598640841332,203.0,0.0015643665407394,0.000639854996848,gap_371_vs_203,LEADER_CHALLENGER_GAP,1.00071444669863,0.1825194025164946
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,204.0,12992.063621557729,,0.0011674745901917,0.0497397452804324,utility_action_204,TOP_ACTION_UTILITY,1.0109119400976034,0.1330719455193348
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,14038.318514128428,204.0,0.001571944065356,0.0002081834448224,gap_371_vs_204,LEADER_CHALLENGER_GAP,1.000225587693152,0.1862492936497066
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,251.0,13063.025985934404,,0.0011413891549496,0.0474708234130769,utility_action_251,TOP_ACTION_UTILITY,1.0104729936504375,0.1304534704518942
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,14414.352625637588,251.0,0.0015405709955644,0.0024771053121779,gap_371_vs_251,LEADER_CHALLENGER_GAP,1.000442116857869,0.1849606266839372
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,252.0,13074.51222378431,,0.0011387209218266,0.0476718161320757,utility_action_252,TOP_ACTION_UTILITY,1.0112098252911963,0.130205715310594
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,14035.396409642572,252.0,0.0015458131138543,0.0022761125931792,gap_371_vs_252,LEADER_CHALLENGER_GAP,1.000600357763426,0.183134146553503
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,323.0,13199.843213616376,,0.0011402376468745,0.0481163620457915,utility_action_323,TOP_ACTION_UTILITY,1.0108180971022511,0.131002553873104
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,13594.647351335612,323.0,0.0015914665680539,0.0018315666794633,gap_371_vs_323,LEADER_CHALLENGER_GAP,1.0007382488133156,0.1855587733864877
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,324.0,13181.88449346604,,0.0011273040025242,0.04685115404469,utility_action_324,TOP_ACTION_UTILITY,1.0105675942726229,0.1294284648027826
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,13937.307681603246,324.0,0.0015657836935289,0.0030967746805648,gap_371_vs_324,LEADER_CHALLENGER_GAP,1.0003343365843722,0.1848507469151035
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,14029.742558943468,,0.0011172075245364,0.0499479287252549,utility_action_371,TOP_ACTION_UTILITY,1.0114918550055414,0.1323301189985886
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,372.0,12953.596074257704,,0.0011102180018305,0.0449536208137388,utility_action_372,TOP_ACTION_UTILITY,1.0103034380792937,0.1263582027954923
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_middle_q8,calibration,2026082401,24,middle,1,NOT_SELECTED,371.0,13121.841556650334,372.0,0.0015362480603101,0.0049943079115161,gap_371_vs_372,LEADER_CHALLENGER_GAP,1.001058281391026,0.1759781477613555
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,,12854.359642532974,,0.8805509189122468,262.5995421553474,target_energy,TARGET_ENERGY,6.456185932008785,99.83428177700056
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,,13378.064273040298,,0.100640632927604,32.06620074032825,full_factor_energy,FULL_FACTOR_ENERGY,7.9611773450770995,11.640456130464734
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,127.0,32768.0,,0.0,0.0,utility_action_127,TOP_ACTION_UTILITY,1.0,0.0
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,15055.331820337196,127.0,0.0010719512710296,0.0489005026974033,gap_371_vs_127,LEADER_CHALLENGER_GAP,1.011267348897558,0.1315286036339568
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,128.0,15698.101156001712,,8.34172193515438e-05,0.0005235985195838,utility_action_128,TOP_ACTION_UTILITY,1.0002071601933291,0.0104515155373004
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,15059.26249705666,128.0,0.0010748093837203,0.0483769041778194,gap_371_vs_128,LEADER_CHALLENGER_GAP,1.010963065134458,0.1318965090821605
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,129.0,16963.523927715298,,0.0001084111465217,0.0007209556890532,utility_action_129,TOP_ACTION_UTILITY,1.000332809597552,0.0141199115190412
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,15146.297581610434,129.0,0.0010750903684789,0.04817954700835,gap_371_vs_129,LEADER_CHALLENGER_GAP,1.0107810275373403,0.1323116891070828
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,130.0,15456.784968999124,,0.0001339373422474,0.0009450105888035,utility_action_130,TOP_ACTION_UTILITY,1.000305004059153,0.0166518028141458
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,14984.508984300455,130.0,0.0010832894384996,0.0479554921085998,gap_371_vs_130,LEADER_CHALLENGER_GAP,1.0106575219221017,0.1326067915250837
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,131.0,16589.123619397917,,0.0001286202328624,0.0010065779398988,utility_action_131,TOP_ACTION_UTILITY,1.0002625853401688,0.0165661280224143
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,15155.055805785249,131.0,0.0010754028992196,0.0478939247575044,gap_371_vs_131,LEADER_CHALLENGER_GAP,1.0106411682126475,0.1323884120306103
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,226.0,14502.879325190275,,0.0006642931866661,0.0202051895656332,utility_action_226,TOP_ACTION_UTILITY,1.0053890491921211,0.0799994340799808
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,14831.789002356763,226.0,0.0012583464241402,0.02869531313177,gap_371_vs_226,LEADER_CHALLENGER_GAP,1.0031034667622685,0.1532487668612784
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,229.0,16454.390297497444,,0.0006500935566404,0.0214440714499972,utility_action_229,TOP_ACTION_UTILITY,1.0062848610186863,0.0833905347592657
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,15144.057432791396,229.0,0.0012683237184744,0.027456431247406,gap_371_vs_229,LEADER_CHALLENGER_GAP,1.0034792276148712,0.1560814309889145
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,251.0,13027.508338703312,,0.0010733357878833,0.0420720128609225,utility_action_251,TOP_ACTION_UTILITY,1.0097155732416645,0.1225085190910788
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,14063.772717471917,251.0,0.0015122320918643,0.0068284898364807,gap_371_vs_251,LEADER_CHALLENGER_GAP,1.0008972356620076,0.1793367808698612
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,324.0,13734.24280965971,,0.0010655303446416,0.0441940464339779,utility_action_324,TOP_ACTION_UTILITY,1.0099513099036144,0.1248728957083397
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,14506.553649235504,324.0,0.0014964799942731,0.0047064562634254,gap_371_vs_324,LEADER_CHALLENGER_GAP,1.0005170532360088,0.1802407722952788
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,346.0,11647.511712421643,,0.0007809978962742,0.0208617049334502,utility_action_346,TOP_ACTION_UTILITY,1.0048854636914983,0.0842881345013642
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,13922.076153862849,346.0,0.0013163569278251,0.028038797763953,gap_371_vs_346,LEADER_CHALLENGER_GAP,1.0031302027881746,0.1553193863152586
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,15055.331820337196,,0.0010719512710296,0.0489005026974033,utility_action_371,TOP_ACTION_UTILITY,1.011267348897558,0.1315286036339568
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,372.0,10463.725022893015,,0.0012260597136674,0.0445837635090137,utility_action_372,TOP_ACTION_UTILITY,1.0101810765420158,0.1254165302765021
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,371.0,12844.876042069882,372.0,0.0015437860068896,0.0043167391883896,gap_371_vs_372,LEADER_CHALLENGER_GAP,1.0003656663118612,0.1749653536234749
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,,1675.501535288779,,6.730158236037398,730.5766927864547,target_energy,TARGET_ENERGY,10.408511716982474,275.4848309951259
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,,1811.433030193695,,0.7657768364029044,90.32327681262468,full_factor_energy,FULL_FACTOR_ENERGY,12.943012830372016,32.59217673831836
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,699.0,3783.386642580874,,0.0051936850500413,0.4217385146459176,utility_action_699,TOP_ACTION_UTILITY,1.0023819324153862,0.319459621798079
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,900.0,2387.892787884818,699.0,0.0095657285856717,0.0161410058311419,gap_900_vs_699,LEADER_CHALLENGER_GAP,1.0039743882744974,0.4674395617522983
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,700.0,3525.5771610784996,,0.0053723377949389,0.4070956912858035,utility_action_700,TOP_ACTION_UTILITY,1.00627232321626,0.318990995492971
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,900.0,2503.909637445788,700.0,0.0092591360553447,0.030783829191256,gap_900_vs_700,LEADER_CHALLENGER_GAP,1.0021508115842424,0.4633186599998242
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,740.0,4062.964631108843,,0.0042225335664702,0.2379435931499836,utility_action_740,TOP_ACTION_UTILITY,1.007169304712635,0.269150153283139
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,900.0,2383.1258550387665,740.0,0.0089610432046557,0.1999359273270759,gap_900_vs_740,LEADER_CHALLENGER_GAP,1.006018016223363,0.4374536660425966
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,859.0,2765.0187689554573,,0.0051836919492422,0.2412443049694433,utility_action_859,TOP_ACTION_UTILITY,1.0127444659950944,0.2725763844968785
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,900.0,1935.679898100368,859.0,0.0098569503147188,0.1966352155076162,gap_900_vs_859,LEADER_CHALLENGER_GAP,1.005132793805014,0.4336699574958818
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,860.0,1537.6704683903793,,0.0070986252472286,0.2526957825600092,utility_action_860,TOP_ACTION_UTILITY,1.012067896597708,0.2783593964643435
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,900.0,1169.5993637235654,860.0,0.0122245683051179,0.1851837379170503,gap_900_vs_860,LEADER_CHALLENGER_GAP,1.0084245338569635,0.4180729733851547
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,899.0,4202.41772150547,,0.0050168898890298,0.4146246772793692,utility_action_899,TOP_ACTION_UTILITY,1.0037313296195702,0.3252251920502874
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,900.0,1823.9564245713295,899.0,0.0106090249955948,0.0232548431976903,gap_900_vs_899,LEADER_CHALLENGER_GAP,1.006218833455182,0.4530881479794601
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,900.0,1612.477014844182,,0.0084909782902137,0.4378795204770596,utility_action_900,TOP_ACTION_UTILITY,1.006918094807472,0.3409608356830784
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,939.0,3551.565634135327,,0.0046281592682746,0.2521624166753907,utility_action_939,TOP_ACTION_UTILITY,1.0096542050734407,0.2758152140757004
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,900.0,1864.975081395451,939.0,0.0102487097600892,0.1857171038016688,gap_900_vs_939,LEADER_CHALLENGER_GAP,1.0079437984985529,0.4425941924104705
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,,6600.473915783292,,3.3853857392505797,729.5768203850286,target_energy,TARGET_ENERGY,10.650050949770858,275.0399117484516
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,,6406.215789552344,,0.4058130477563537,90.04009702349754,full_factor_energy,FULL_FACTOR_ENERGY,13.28088368707432,32.48080529762326
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,535.0,32768.0,,0.0,0.0,utility_action_535,TOP_ACTION_UTILITY,1.0,0.0
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,860.0,5839.2283570004265,535.0,0.0018436467100687,0.0553399389168984,gap_860_vs_535,LEADER_CHALLENGER_GAP,1.0136501843912418,0.1408819754208079
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,536.0,5666.035419173934,,0.0001651739217867,0.0005741472726932,utility_action_536,TOP_ACTION_UTILITY,1.0016212535571276,0.012433148562972
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,860.0,5820.256310326234,536.0,0.0018540965592247,0.0547657916442052,gap_860_vs_536,LEADER_CHALLENGER_GAP,1.0133475232555151,0.141450147005102
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,537.0,6662.881555732653,,0.000221933213766,0.0012095052854415,utility_action_537,TOP_ACTION_UTILITY,1.0012602425216093,0.0181156261084107
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,860.0,5805.789713758654,537.0,0.0018639883175294,0.0541304336314569,gap_860_vs_537,LEADER_CHALLENGER_GAP,1.0130458610209787,0.1420279559906504
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,538.0,10706.192375090148,,0.0001299893477927,0.000764470686166,utility_action_538,TOP_ACTION_UTILITY,1.000746996874359,0.0134500929648508
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,860.0,5925.3741245178735,538.0,0.0018404489646558,0.0545754682307324,gap_860_vs_538,LEADER_CHALLENGER_GAP,1.013246265327485,0.1416712309321217
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,539.0,1860.944301788706,,0.0005428613717521,0.0017061322308501,utility_action_539,TOP_ACTION_UTILITY,1.0045737722571269,0.0234183141263609
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,860.0,5411.9773639779105,539.0,0.0019471276309119,0.0536338066860483,gap_860_vs_539,LEADER_CHALLENGER_GAP,1.0128252407466185,0.1432426693125157
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,659.0,6180.08716655741,,0.0017088087921104,0.0535339989338,utility_action_659,TOP_ACTION_UTILITY,1.0135481296327171,0.1343354919764205
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,860.0,5564.005211529895,659.0,0.0026332986951142,0.0018059399830984,gap_860_vs_659,LEADER_CHALLENGER_GAP,1.0005433271504882,0.1964237002109007
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,660.0,6845.699676964387,,0.0016127337262304,0.0496153438067389,utility_action_660,TOP_ACTION_UTILITY,1.0115679941627302,0.1334355621181845
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,860.0,6779.554881639558,660.0,0.0023118846816188,0.0057245951101595,gap_860_vs_660,LEADER_CHALLENGER_GAP,1.0017830628095423,0.1903560821788294
