backend,state_id,source_role,source_seed,grid_size,checkpoint,attempt,attempt_status,selected_proposal,acceptance_fraction,accepted_transitions,action_index,burn_in,chain_index,initialization,proposal_seed,retained_count,total_transitions,uniform_seed,wall_seconds,work,maximum_split_rhat,minimum_gap_ess,initial_angle_max,initial_angle_min,likelihood_evaluations,maximum_likelihood_evaluations_one_transition,mean_likelihood_evaluations_per_transition
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_late_q12,calibration,2026082401,24,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.65,3328,371,1024,7,INDEPENDENT_SELECTED_PROPOSAL_DRAW,487400816,4096,5120,960906638,0.146365457912907,"{""factor_energy_evaluations"": 2949696, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",7.9611773450770995,12844.876042069882,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,BASELINE_LAPLACE_INFLATION_1.10,0.0,0,900,1024,0,LAPLACE_MODE,1364788121,4096,5120,251901308,0.4179154590237885,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",12.943012830372016,1169.5993637235654,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,BASELINE_LAPLACE_INFLATION_1.10,0.40625,2080,899,1024,1,INDEPENDENT_SELECTED_PROPOSAL_DRAW,3642155027,4096,5120,3898421568,0.4021756250876933,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",12.943012830372016,1169.5993637235654,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,BASELINE_LAPLACE_INFLATION_1.10,0.378125,1936,699,1024,2,INDEPENDENT_SELECTED_PROPOSAL_DRAW,841768643,4096,5120,2743177795,0.4610371249727905,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",12.943012830372016,1169.5993637235654,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,BASELINE_LAPLACE_INFLATION_1.10,0.3619140625,1853,900,1024,3,INDEPENDENT_SELECTED_PROPOSAL_DRAW,3108274979,4096,5120,2495550158,0.4098062498960644,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",12.943012830372016,1169.5993637235654,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,BASELINE_LAPLACE_INFLATION_1.10,0.3796875,1944,900,1024,4,INDEPENDENT_SELECTED_PROPOSAL_DRAW,3117261894,4096,5120,317519468,0.410104125039652,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",12.943012830372016,1169.5993637235654,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,BASELINE_LAPLACE_INFLATION_1.10,0.3421875,1752,699,1024,5,INDEPENDENT_SELECTED_PROPOSAL_DRAW,2525074460,4096,5120,2333589922,0.402198834111914,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",12.943012830372016,1169.5993637235654,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,BASELINE_LAPLACE_INFLATION_1.10,0.387890625,1986,900,1024,6,INDEPENDENT_SELECTED_PROPOSAL_DRAW,1864489098,4096,5120,1560819135,0.4273843329865485,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",12.943012830372016,1169.5993637235654,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_early_q4,calibration,2026082401,40,early,1,NOT_SELECTED,BASELINE_LAPLACE_INFLATION_1.10,0.3822265625,1957,900,1024,7,INDEPENDENT_SELECTED_PROPOSAL_DRAW,2792164180,4096,5120,2945582980,0.4040211250539869,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",12.943012830372016,1169.5993637235654,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.0,0,535,1024,0,LAPLACE_MODE,3374983488,4096,5120,2046030826,0.4123383748810738,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.28088368707432,5038.763215207022,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4638671875,2375,739,1024,1,INDEPENDENT_SELECTED_PROPOSAL_DRAW,3739619633,4096,5120,363306049,0.4057916251476854,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.28088368707432,5038.763215207022,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.446875,2288,740,1024,2,INDEPENDENT_SELECTED_PROPOSAL_DRAW,1920811862,4096,5120,2336424064,0.4275765840429812,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.28088368707432,5038.763215207022,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4474609375,2291,659,1024,3,INDEPENDENT_SELECTED_PROPOSAL_DRAW,79710249,4096,5120,1327777642,0.4108457090333104,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.28088368707432,5038.763215207022,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.466796875,2390,939,1024,4,INDEPENDENT_SELECTED_PROPOSAL_DRAW,3820110430,4096,5120,2261422755,0.4209497920237481,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.28088368707432,5038.763215207022,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4546875,2328,939,1024,5,INDEPENDENT_SELECTED_PROPOSAL_DRAW,658991055,4096,5120,3188850016,0.4036953330505639,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.28088368707432,5038.763215207022,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4673828125,2393,860,1024,6,INDEPENDENT_SELECTED_PROPOSAL_DRAW,1608146380,4096,5120,2675102809,0.4096139171160757,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.28088368707432,5038.763215207022,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_middle_q8,calibration,2026082401,40,middle,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.468359375,2398,860,1024,7,INDEPENDENT_SELECTED_PROPOSAL_DRAW,1654055734,4096,5120,2271286032,0.4176684999838471,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.28088368707432,5038.763215207022,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_late_q12,calibration,2026082401,40,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.0,0,535,1024,0,LAPLACE_MODE,3846805699,4096,5120,935907780,0.4295379160903394,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.021235038412218,5449.72268778058,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_late_q12,calibration,2026082401,40,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.45390625,2324,740,1024,1,INDEPENDENT_SELECTED_PROPOSAL_DRAW,2535581555,4096,5120,596237862,0.4409073339775204,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.021235038412218,5449.72268778058,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_late_q12,calibration,2026082401,40,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4625,2368,660,1024,2,INDEPENDENT_SELECTED_PROPOSAL_DRAW,1777144634,4096,5120,2264729708,0.406795083777979,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.021235038412218,5449.72268778058,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_late_q12,calibration,2026082401,40,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4779296875,2447,740,1024,3,INDEPENDENT_SELECTED_PROPOSAL_DRAW,3050671359,4096,5120,2395823892,0.4063389580696821,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.021235038412218,5449.72268778058,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_late_q12,calibration,2026082401,40,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4734375,2424,660,1024,4,INDEPENDENT_SELECTED_PROPOSAL_DRAW,226746378,4096,5120,1507406338,0.4092790831346065,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.021235038412218,5449.72268778058,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_late_q12,calibration,2026082401,40,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4791015625,2453,740,1024,5,INDEPENDENT_SELECTED_PROPOSAL_DRAW,2293659480,4096,5120,178907608,0.4087460001464933,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.021235038412218,5449.72268778058,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_late_q12,calibration,2026082401,40,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.4396484375,2251,939,1024,6,INDEPENDENT_SELECTED_PROPOSAL_DRAW,1465361996,4096,5120,322502601,0.4064414580352604,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.021235038412218,5449.72268778058,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n40_r-2_late_q12,calibration,2026082401,40,late,1,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.474609375,2430,660,1024,7,INDEPENDENT_SELECTED_PROPOSAL_DRAW,1485493998,4096,5120,3198093383,0.4136447908822447,"{""factor_energy_evaluations"": 8193600, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",13.021235038412218,5449.72268778058,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,2,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.0,0,227,2048,0,LAPLACE_MODE,3213825849,8192,10240,2699475242,0.2602141250390559,"{""factor_energy_evaluations"": 5898816, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",7.926924331480892,25681.6089487214,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,2,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.66708984375,6831,227,2048,1,INDEPENDENT_SELECTED_PROPOSAL_DRAW,4043304875,8192,10240,466440998,0.2706918329931795,"{""factor_energy_evaluations"": 5898816, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",7.926924331480892,25681.6089487214,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,2,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.6515625,6672,348,2048,2,INDEPENDENT_SELECTED_PROPOSAL_DRAW,619517900,8192,10240,544902793,0.2627021661028266,"{""factor_energy_evaluations"": 5898816, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",7.926924331480892,25681.6089487214,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,2,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.6552734375,6710,228,2048,3,INDEPENDENT_SELECTED_PROPOSAL_DRAW,2629371823,8192,10240,573596822,0.2619554158300161,"{""factor_energy_evaluations"": 5898816, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",7.926924331480892,25681.6089487214,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,2,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.64931640625,6649,347,2048,4,INDEPENDENT_SELECTED_PROPOSAL_DRAW,3209038612,8192,10240,701280087,0.2678128750994801,"{""factor_energy_evaluations"": 5898816, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",7.926924331480892,25681.6089487214,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,2,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.64423828125,6597,227,2048,5,INDEPENDENT_SELECTED_PROPOSAL_DRAW,4228880759,8192,10240,1757551900,0.2658550408668816,"{""factor_energy_evaluations"": 5898816, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",7.926924331480892,25681.6089487214,,,,,
LAPLACE_INDEPENDENCE_MH,calibration_n24_r-2_early_q4,calibration,2026082401,24,early,2,NOT_SELECTED,CURVATURE_TEMPERED_LAMBDA_0.40,0.66298828125,6789,348,2048,6,INDEPENDENT_SELECTED_PROPOSAL_DRAW,45731089,8192,10240,3627286934,0.2653147499077022,"{""factor_energy_evaluations"": 5898816, ""factor_gradient_elements"": 0, ""factor_hessian_elements"": 0, ""sparse_comparison_solves"": 0}",7.926924331480892,25681.6089487214,,,,,
